ESP32_Data,Manual
"155830001,ECG,,,,,,,,,2203",0
"155832000,ECG,,,,,,,,,2199",0
"155834000,ECG,,,,,,,,,2189",0
"155836000,ECG,,,,,,,,,2184",0
"155838000,ECG,,,,,,,,,2183",0
"155840000,ECG,,,,,,,,,2173",0
"155842002,ECG,,,,,,,,,2173",0
"155847247,IMU,0.932,-0.012,0.335,1.043,3.757,2.017,89.931,-0.209,55.372",0
"155847908,ECG,,,,,,,,,2250",0
"155848219,ECG,,,,,,,,,2255",0
"155848391,ECG,,,,,,,,,2255",0
"155850000,ECG,,,,,,,,,2327",0
"155852000,ECG,,,,,,,,,2441",0
"155854000,ECG,,,,,,,,,2589",0
"155856002,ECG,,,,,,,,,2782",0
"155858002,ECG,,,,,,,,,3000",0
"155860002,ECG,,,,,,,,,3210",0
"155862002,ECG,,,,,,,,,3389",0
"155867248,IMU,0.928,-0.016,0.331,0.626,2.713,2.365,89.932,-0.208,55.372",0
"155867912,ECG,,,,,,,,,3373",0
"155868229,ECG,,,,,,,,,3367",0
"155868395,ECG,,,,,,,,,3344",0
"155870001,ECG,,,,,,,,,3199",0
"155872001,ECG,,,,,,,,,2974",0
"155874001,ECG,,,,,,,,,2745",0
"155876001,ECG,,,,,,,,,2519",0
"155878001,ECG,,,,,,,,,2303",0
"155880001,ECG,,,,,,,,,2092",0
"155882001,ECG,,,,,,,,,1883",0
"155887246,IMU,0.924,-0.012,0.335,1.043,3.061,2.296,89.932,-0.208,55.372",0
"155887906,ECG,,,,,,,,,1357",0
"155888219,ECG,,,,,,,,,1351",0
"155888391,ECG,,,,,,,,,1337",0
"155890000,ECG,,,,,,,,,1230",0
"155892004,ECG,,,,,,,,,1112",0
"155894003,ECG,,,,,,,,,986",0
"155896003,ECG,,,,,,,,,954",0
"155898002,ECG,,,,,,,,,1036",0
"155900000,ECG,,,,,,,,,1224",0
"155902000,ECG,,,,,,,,,1453",0
"155907245,IMU,0.920,-0.008,0.331,4558.609,1.322,1.948,89.930,-0.206,55.372",0
"155907926,ECG,,,,,,,,,2016",0
"155908243,ECG,,,,,,,,,2029",0
"155908409,ECG,,,,,,,,,2030",0
"155910001,ECG,,,,,,,,,2120",0
"155912001,ECG,,,,,,,,,2170",0
"155914001,ECG,,,,,,,,,2200",0
"155916002,ECG,,,,,,,,,2206",0
"155918002,ECG,,,,,,,,,2219",0
"155920002,ECG,,,,,,,,,2232",0
"155922002,ECG,,,,,,,,,2236",0
"155927247,IMU,0.928,-0.008,0.343,1.043,6.122,2.922,89.931,-0.209,55.372",0
"155927906,ECG,,,,,,,,,2251",0
"155928216,ECG,,,,,,,,,2251",0
"155928389,ECG,,,,,,,,,2251",0
"155930001,ECG,,,,,,,,,2251",0
"155932001,ECG,,,,,,,,,2254",0
"155934001,ECG,,,,,,,,,2265",0
"155936001,ECG,,,,,,,,,2267",0
