Timestamp,ESP32_Data,Manual
2354196.2579699,"91810001,ECG,,,,,,,,,971",0
2354196.4839948,"91812003,ECG,,,,,,,,,1406",0
2354196.4859023,"91818086,IMU,0.000,-0.039,0.874,1.461,1.600,2.852,89.809,-0.001,299.844",0
2354196.4866694,"91818721,ECG,,,,,,,,,3613",0
2354196.4874312,"91819061,ECG,,,,,,,,,3624",0
2354196.4881839,"91819214,ECG,,,,,,,,,3626",0
2354196.488943,"91820003,ECG,,,,,,,,,3594",0
2354196.4896996,"91822002,ECG,,,,,,,,,3131",0
2354196.4904525,"91824001,ECG,,,,,,,,,2349",0
2354196.4912094,"91826000,ECG,,,,,,,,,1550",0
2354196.4919692,"91828000,ECG,,,,,,,,,1039",0
2354196.4926918,"91830003,ECG,,,,,,,,,989",0
2354196.4934949,"91832004,ECG,,,,,,,,,1432",0
2354196.4953311,"91838083,IMU,0.008,-0.043,0.877,1.043,3.061,3.061,89.808,-0.001,299.908",0
2354196.4960764,"91838729,ECG,,,,,,,,,3624",0
2354196.4968166,"91839056,ECG,,,,,,,,,3630",0
2354196.4975593,"91839202,ECG,,,,,,,,,3631",0
2354196.4983045,"91840000,ECG,,,,,,,,,3594",0
2354196.4990447,"91842003,ECG,,,,,,,,,3112",0
2354196.4997905,"91844002,ECG,,,,,,,,,2315",0
2354196.5005328,"91846003,ECG,,,,,,,,,1510",0
2354196.5012573,"91848003,ECG,,,,,,,,,999",0
2354196.5019811,"91850001,ECG,,,,,,,,,943",0
2354196.502718,"91852000,ECG,,,,,,,,,1383",0
2354196.5046006,"91858094,IMU,0.000,-0.043,0.874,0.835,1.113,2.922,89.808,-45.008,298.451",0
2354196.5053622,"91858737,ECG,,,,,,,,,3593",0
2354196.5061193,"91859065,ECG,,,,,,,,,3597",0
2354196.5068808,"91859211,ECG,,,,,,,,,3598",0
2354196.5076283,"91860002,ECG,,,,,,,,,3566",0
2354196.5084467,"91862001,ECG,,,,,,,,,3100",0
2354196.5092096,"91864000,ECG,,,,,,,,,2327",0
2354196.5099517,"91866000,ECG,,,,,,,,,1519",0
2354196.5115599,"91868003,ECG,,,,,,,,,1006",0
2354196.5122939,"91870002,ECG,,,,,,,,,953",0
2354196.5130422,"91872001,ECG,,,,,,,,,1374",0
2354196.5148938,"91878087,IMU,0.000,-0.043,0.881,0.904,1.739,2.783,89.810,-0.001,298.630",0
2354196.5156362,"91878719,ECG,,,,,,,,,3597",0
2354196.5163863,"91879056,ECG,,,,,,,,,3610",0
2354196.5171369,"91879209,ECG,,,,,,,,,3611",0
2354196.5178818,"91880002,ECG,,,,,,,,,3580",0
2354196.5186247,"91882001,ECG,,,,,,,,,3117",0
2354196.5193651,"91884000,ECG,,,,,,,,,2347",0
2354196.5201132,"91886000,ECG,,,,,,,,,1544",0
