Timestamp,ESP32_Data,Manual
1759046673.8307443,"-0.032,0.000,0.908,1.670,0.835,2.922,0.000,-89.808,302.048,2360",0
1759046674.0807433,"-0.032,0.000,0.904,1.461,0.904,2.852,0.000,-89.809,302.048,3850",0
1759046674.1027439,"-0.032,0.000,0.904,1.113,1.043,2.922,0.000,-89.809,302.048,1513",0
1759046674.124746,"-0.032,0.000,0.912,1.530,0.904,2.991,0.000,-89.807,302.048,1210",0
1759046674.1477876,"-0.032,0.000,0.912,1.461,1.113,3.061,0.000,-89.808,302.048,3660",0
1759046674.1698086,"-0.028,0.000,0.908,1.322,1.113,3.200,0.000,-89.808,302.048,2718",0
1759046674.1918483,"-0.032,0.000,0.908,1.461,1.183,2.991,0.000,-89.808,302.048,759",0
1759046674.21396,"-0.032,0.000,0.908,1.461,1.183,2.991,0.000,-89.808,302.048,2646",0
1759046674.2355783,"-0.032,0.000,0.912,1.600,0.974,2.783,0.000,-89.807,302.048,3736",0
1759046674.257547,"-0.032,0.000,0.912,1.461,1.113,2.852,0.252,-89.808,302.048,1240",0
1759046674.2800438,"-0.032,0.004,0.908,1.600,1.252,2.852,0.252,-89.808,302.048,1480",0
1759046674.3028607,"-0.032,0.000,0.916,1.461,1.113,3.270,0.000,-89.806,302.048,3870",0
1759046674.3244753,"-0.032,0.000,0.916,1.461,0.974,2.991,0.000,-89.806,301.953,2382",0
1759046674.347021,"-0.032,0.000,0.904,1.530,0.974,3.270,0.000,-89.809,301.666,812",0
1759046674.368942,"-0.032,0.000,0.904,1.391,1.113,2.852,0.000,-89.807,301.476,3024",0
1759046674.3914983,"-0.032,0.000,0.912,1.322,0.974,2.852,0.000,-89.807,301.617,3468",0
1759046674.414138,"-0.032,0.000,0.912,1.530,1.113,2.852,0.000,-89.808,301.851,1001",0
1759046674.4358308,"-0.032,0.000,0.908,1.461,1.183,2.991,0.000,-89.808,301.990,1804",0
1759046674.4576058,"-0.028,0.000,0.912,1.600,0.904,3.200,0.000,-89.807,302.039,3945",0
1759046674.4796429,"-0.028,0.000,0.912,1.183,0.904,3.339,0.252,-89.808,302.088,2010",0
1759046674.5014865,"-0.032,0.004,0.908,1.461,1.043,3.200,0.252,-89.808,302.231,892",0
1759046674.5236742,"-0.032,0.004,0.908,1.600,1.183,2.922,0.000,-89.807,302.231,3323",0
1759046674.5464268,"-0.032,0.000,0.912,1.461,0.904,2.922,0.000,-89.807,302.084,3148",0
1759046674.5690153,"-0.028,-0.004,0.908,1.600,0.835,2.783,89.808,-45.001,301.941,809",0
1759046674.5908887,"-0.028,-0.004,0.908,1.461,0.974,2.783,89.808,-45.001,301.990,2200",0
1759046674.613093,"-0.036,0.004,0.908,1.530,0.904,3.270,0.252,-89.808,301.990,3848",0
1759046674.635546,"-0.036,0.004,0.908,1.391,1.322,2.922,0.000,-89.807,301.657,1536",0
1759046674.6575925,"-0.028,0.000,0.912,1.391,1.183,3.130,0.000,-89.807,301.564,1133",0
1759046674.6795926,"-0.032,0.000,0.904,1.600,1.043,2.643,0.000,-89.809,301.564,3614",0
1759046674.7015762,"-0.032,0.000,0.904,1.670,1.113,2.713,0.000,-89.809,301.564,2796",0
1759046674.7236269,"-0.036,0.000,0.904,1.322,1.183,2.783,0.000,-89.809,301.564,781",0
1759046674.7456841,"-0.036,0.000,0.904,1.461,1.252,2.991,0.000,-89.809,301.564,2590",0
1759046674.7677307,"-0.032,0.000,0.904,1.530,0.974,2.991,0.000,-89.809,301.564,3722",0
1759046674.7898202,"-0.032,0.000,0.904,1.530,1.113,3.130,89.808,-45.001,301.564,1247",0
1759046674.8119624,"-0.024,-0.004,0.908,1.461,0.974,3.061,89.808,-45.001,301.564,1416",0
1759046674.8336692,"-0.032,0.000,0.908,1.600,1.183,2.713,0.000,-89.808,301.564,3791",0
1759046674.8557794,"-0.032,0.000,0.908,1.461,0.974,2.783,0.000,-89.808,301.564,2384",0
1759046674.877908,"-0.028,0.000,0.908,1.600,0.904,2.852,0.000,-89.808,301.564,778",0
1759046674.899935,"-0.028,0.000,0.908,1.530,1.043,3.130,0.000,-89.809,301.564,2956",0
1759046674.9225645,"-0.028,0.000,0.904,1.391,0.835,2.991,0.000,-89.809,301.564,3451",0
1759046674.94498,"-0.032,0.000,0.904,1.461,1.043,2.991,0.000,-89.809,301.564,1000",0
