Timestamp,ESP32_Data,Manual
1759848549.0135386,"ECG,,,,,,,,,1708",0
1759848549.2235386,"IMU,-0.016,-0.105,0.862,1.252,1.322,2.852,89.813,-45.013,349.494",0
1759848549.2235386,"ECG,,,,,,,,,3182",0
1759848549.2245386,"ECG,,,,,,,,,3196",0
1759848549.2245386,"ECG,,,,,,,,,3210",0
1759848549.2255387,"ECG,,,,,,,,,3208",0
1759848549.2255387,"ECG,,,,,,,,,2845",0
1759848549.2265382,"ECG,,,,,,,,,2251",0
1759848549.2275372,"ECG,,,,,,,,,1689",0
1759848549.2278357,"ECG,,,,,,,,,1370",0
1759848549.2285383,"ECG,,,,,,,,,1352",0
1759848549.2285383,"ECG,,,,,,,,,1721",0
1759848549.2305377,"IMU,-0.020,-0.101,0.874,1.183,0.765,2.783,89.811,-45.012,349.494",0
1759848549.2315373,"ECG,,,,,,,,,3198",0
1759848549.2315373,"ECG,,,,,,,,,3222",0
1759848549.2325363,"ECG,,,,,,,,,3226",0
1759848549.2325363,"ECG,,,,,,,,,3225",0
1759848549.2335365,"ECG,,,,,,,,,2876",0
1759848549.2335365,"ECG,,,,,,,,,2295",0
1759848549.2345362,"ECG,,,,,,,,,1727",0
1759848549.2345362,"ECG,,,,,,,,,1406",0
1759848549.2355368,"ECG,,,,,,,,,1385",0
1759848549.2365358,"ECG,,,,,,,,,1740",0
1759848549.2375367,"IMU,-0.020,-0.101,0.874,1.670,0.696,3.130,89.811,-45.012,349.462",0
1759848549.2385361,"ECG,,,,,,,,,3213",0
1759848549.2385361,"ECG,,,,,,,,,3227",0
1759848549.2395365,"ECG,,,,,,,,,3239",0
1759848549.2395365,"ECG,,,,,,,,,3225",0
1759848549.240537,"ECG,,,,,,,,,2854",0
1759848549.2415366,"ECG,,,,,,,,,2250",0
1759848549.2415366,"ECG,,,,,,,,,1689",0
1759848549.2425363,"ECG,,,,,,,,,1370",0
1759848549.2425363,"ECG,,,,,,,,,1352",0
1759848549.2435374,"ECG,,,,,,,,,1708",0
1759848549.244537,"IMU,-0.016,-0.101,0.874,1.391,1.113,2.713,89.811,-45.013,348.869",0
1759848549.2455363,"ECG,,,,,,,,,3199",0
1759848549.2465377,"ECG,,,,,,,,,3213",0
1759848549.2465377,"ECG,,,,,,,,,3226",0
1759848549.2475383,"ECG,,,,,,,,,3225",0
1759848549.2475383,"ECG,,,,,,,,,2871",0
1759848549.2485394,"ECG,,,,,,,,,2283",0
1759848549.2485394,"ECG,,,,,,,,,1723",0
1759848549.2495375,"ECG,,,,,,,,,1402",0
1759848549.2495375,"ECG,,,,,,,,,1374",0
1759848549.2505372,"ECG,,,,,,,,,1736",0
1759848549.2525384,"IMU,-0.016,-0.105,0.870,1.600,1.322,3.061,89.812,-45.013,349.849",0
1759848549.2525384,"ECG,,,,,,,,,3224",0
1759848549.2535377,"ECG,,,,,,,,,3231",0
1759848549.2535377,"ECG,,,,,,,,,3245",0
1759848549.2545383,"ECG,,,,,,,,,3240",0
1759848549.2555385,"ECG,,,,,,,,,2878",0
1759848549.2555385,"ECG,,,,,,,,,2287",0
1759848549.2565386,"ECG,,,,,,,,,1724",0
1759848549.2565386,"ECG,,,,,,,,,1405",0
1759848549.2575378,"ECG,,,,,,,,,1384",0
1759848549.2575378,"ECG,,,,,,,,,1725",0
1759848549.2595375,"IMU,-0.016,-0.105,0.874,1.530,1.252,2.922,89.811,-45.013,349.057",0
1759848549.2605376,"ECG,,,,,,,,,3178",0
1759848549.2605376,"ECG,,,,,,,,,3193",0
1759848549.261537,"ECG,,,,,,,,,3198",0
1759848549.261537,"ECG,,,,,,,,,3196",0
1759848549.2625375,"ECG,,,,,,,,,2829",0
1759848549.2625375,"ECG,,,,,,,,,2249",0
1759848549.2635381,"ECG,,,,,,,,,1693",0
1759848549.2645364,"ECG,,,,,,,,,1388",0
1759848549.2645364,"ECG,,,,,,,,,1385",0
1759848549.266537,"IMU,-0.020,-0.101,0.870,1.461,2.226,3.200,89.812,-45.012,349.189",0
1759848549.266537,"ECG,,,,,,,,,3208",0
1759848549.2675374,"ECG,,,,,,,,,3214",0
1759848549.2675374,"ECG,,,,,,,,,3226",0
1759848549.268536,"ECG,,,,,,,,,3231",0
1759848549.269536,"ECG,,,,,,,,,3224",0
1759848549.269536,"ECG,,,,,,,,,2857",0
1759848549.270536,"ECG,,,,,,,,,2266",0
1759848549.270536,"ECG,,,,,,,,,1707",0
1759848549.2715364,"ECG,,,,,,,,,1400",0
1759848549.2715364,"ECG,,,,,,,,,1375",0
1759848549.272536,"ECG,,,,,,,,,1737",0
1759848549.2745388,"IMU,-0.016,-0.105,0.874,1.670,1.530,2.713,89.811,-45.013,349.486",0
1759848549.2745388,"ECG,,,,,,,,,3176",0
1759848549.2755365,"ECG,,,,,,,,,3191",0
1759848549.2755365,"ECG,,,,,,,,,3195",0
1759848549.2765362,"ECG,,,,,,,,,3180",0
1759848549.2765362,"ECG,,,,,,,,,2812",0
1759848549.2775369,"ECG,,,,,,,,,2221",0
1759848549.2775369,"ECG,,,,,,,,,1664",0
1759848549.2785366,"ECG,,,,,,,,,1356",0
1759848549.279536,"ECG,,,,,,,,,1343",0
1759848549.279536,"ECG,,,,,,,,,1721",0
1759848549.2815368,"IMU,-0.023,-0.105,0.870,1.252,1.391,2.991,89.812,-45.012,349.486",0
1759848549.2815368,"ECG,,,,,,,,,3193",0
1759848549.282537,"ECG,,,,,,,,,3209",0
1759848549.282537,"ECG,,,,,,,,,3212",0
