Timestamp,ESP32_Data,Manual
1759249184.3049104,"1.068,0.076,0.024,5.913,4.104,6.330,66.376,-86.222,50.946,2142",0
1759249184.5359204,"1.056,0.064,0.028,6.400,4.174,5.774,66.376,-86.222,50.946,2110",0
1759249184.55792,"1.056,0.064,0.028,6.887,4.313,6.052,64.988,-86.432,50.946,2108",0
1759249184.5799198,"1.060,0.060,0.028,7.513,4.383,6.122,64.988,-86.432,50.946,2171",0
1759249184.601921,"1.044,0.052,0.028,7.791,4.591,6.191,61.704,-86.769,50.946,2207",0
1759249184.62392,"1.044,0.052,0.028,8.070,4.661,6.052,61.704,-86.769,50.946,2206",0
1759249184.6459298,"1.040,0.052,0.036,8.487,4.661,6.330,55.309,-86.526,50.946,2223",0
1759249184.6679325,"1.040,0.052,0.036,8.835,4.800,6.400,66.806,-86.654,50.946,2252",0
1759249184.6899295,"1.040,0.056,0.024,9.183,4.591,6.539,66.806,-86.654,50.946,2204",0
1759249184.7119303,"1.032,0.072,0.024,8.974,4.730,7.165,71.570,-85.800,50.946,2158",0
1759249184.7339294,"1.032,0.072,0.024,9.252,4.870,7.583,71.570,-85.800,50.946,2171",0
1759249184.75593,"1.040,0.076,0.028,9.322,4.800,7.652,69.780,-85.553,50.946,2140",0
1759249184.77793,"1.040,0.076,0.028,9.043,5.009,7.791,77.741,-84.794,50.946,2110",0
1759249184.7999318,"1.032,0.092,0.020,8.348,5.148,8.000,77.741,-84.794,50.946,2125",1
1759249184.8219318,"1.044,0.092,0.016,8.557,5.287,7.374,80.140,-84.895,50.946,2135",1
1759249184.8444493,"1.044,0.092,0.016,8.070,5.635,7.374,80.140,-84.895,50.946,2110",1
1759249184.8664756,"1.036,0.092,0.012,8.070,5.983,7.096,82.575,-84.889,50.946,2125",1
1759249184.8881938,"1.036,0.092,0.012,7.861,6.470,7.096,80.140,-84.914,50.995,2154",1
1759249184.9105198,"1.048,0.092,0.016,8.000,6.470,6.330,80.140,-84.914,51.016,2143",1
1759249184.9324543,"1.036,0.088,0.012,7.722,6.330,6.261,82.241,-85.106,51.036,2152",1
1759249184.9540849,"1.036,0.088,0.012,7.652,6.609,5.913,82.241,-85.106,51.017,2185",1
1759249184.9761202,"1.032,0.096,0.012,7.652,5.843,5.426,82.881,-84.651,51.131,2285",1
1759249184.997818,"1.032,0.096,0.012,7.165,5.774,4.870,82.881,-84.609,51.153,2665",1
1759249185.0199308,"1.024,0.096,0.012,6.817,5.635,5.148,82.881,-84.609,51.220,3416",1
1759249185.0422177,"1.024,0.096,0.012,6.191,5.565,5.565,83.163,-84.389,51.198,3759",1
1759249185.0637996,"1.024,0.100,0.012,5.565,5.357,6.052,83.163,-84.389,51.106,3046",1
1759249185.0860183,"1.024,0.108,0.016,4.313,4.800,6.470,81.579,-83.920,51.168,2184",1
1759249185.1075883,"1.024,0.108,0.016,3.617,4.522,7.096,81.579,-83.967,51.217,1675",1
1759249185.1291044,"1.032,0.108,0.016,2.922,4.661,7.374,81.579,-83.967,51.221,1177",1
1759249185.1510925,"1.032,0.108,0.016,2.017,4.661,7.861,86.061,-83.602,51.220,681",1
1759249185.1731157,"1.036,0.116,0.008,1.113,4.591,8.348,86.061,-83.602,51.309,1386",1
1759249185.195616,"1.040,0.116,0.016,0.139,4.452,8.417,82.153,-83.582,51.192,2122",1
1759249185.21765,"1.040,0.116,0.016,4558.191,4.243,8.278,77.911,-83.697,51.080,2280",1
1759249185.2397513,"1.036,0.112,0.024,4557.078,3.270,8.070,77.911,-83.697,51.080,2283",1
1759249185.2621243,"1.036,0.112,0.024,4556.452,2.435,7.652,75.471,-83.859,51.080,2330",1
1759249185.2842486,"1.036,0.108,0.028,4556.035,2.017,7.652,75.471,-83.859,51.080,2332",1
1759249185.3068335,"1.032,0.096,0.024,4555.687,1.809,7.652,75.969,-84.529,51.080,2335",1
1759249185.3288867,"1.032,0.096,0.024,4555.409,1.948,7.652,70.715,-85.329,51.080,2376",1
1759249185.3517685,"1.036,0.080,0.028,4555.826,1.183,6.817,70.715,-85.329,51.080,2399",1
1759249185.374137,"1.036,0.080,0.028,4556.313,0.835,6.678,67.625,-85.930,51.080,2410",1
1759249185.396139,"1.032,0.068,0.028,4557.356,0.904,6.052,67.625,-85.930,51.080,2439",1
1759249185.4181376,"1.040,0.056,0.024,4558.052,1.739,5.357,66.806,-86.654,51.080,2457",1
1759249185.4401395,"1.040,0.056,0.024,4558.817,2.643,4.800,66.806,-86.654,51.080,2460",1
1759249185.4621382,"1.040,0.056,0.032,0.626,2.435,4.104,60.260,-86.458,51.080,2490",1
1759249185.484106,"1.040,0.056,0.032,0.696,2.296,3.757,63.440,-86.548,51.080,2520",1
1759249185.5056982,"1.036,0.056,0.028,0.904,1.530,3.339,63.440,-86.548,51.080,2525",1
1759249185.5272923,"1.032,0.060,0.044,1.183,1.530,3.200,53.750,-85.883,51.080,2553",1
1759249185.549063,"1.032,0.060,0.044,1.113,0.765,2.991,53.750,-85.883,51.080,2586",1
1759249185.5710635,"1.032,0.064,0.056,1.043,0.139,2.991,48.818,-85.296,51.080,2618",1
1759249185.593619,"1.032,0.064,0.056,1.113,0.209,3.478,42.882,-85.804,50.992,2632",1
1759249185.6158557,"1.040,0.052,0.056,1.252,0.209,3.826,42.882,-85.804,50.886,2664",1
1759249185.637891,"1.044,0.056,0.044,1.530,0.348,3.757,51.847,-86.104,50.817,2717",1
1759249185.6599689,"1.044,0.056,0.044,2.017,0.417,3.617,51.847,-86.104,50.794,2760",1
1759249185.6815512,"1.044,0.060,0.036,2.504,0.974,3.617,59.041,-86.172,50.773,2797",1
1759249185.7035668,"1.044,0.060,0.036,2.852,0.835,3.478,66.376,-86.193,50.911,2859",1
1759249185.725557,"1.048,0.064,0.028,2.783,0.835,3.339,66.376,-86.193,50.797,2907",1
1759249185.7475567,"1.044,0.068,0.028,2.574,0.765,2.991,67.625,-85.977,50.657,2955",1
1759249185.7695873,"1.044,0.068,0.028,2.643,0.696,2.365,67.625,-85.977,50.588,3014",0
1759249185.7916093,"1.036,0.080,0.036,2.365,0.557,2.017,65.777,-85.166,50.567,3083",0
1759249185.8136218,"1.036,0.080,0.036,2.017,0.696,1.739,63.440,-85.072,50.728,3118",0
1759249185.8352091,"1.036,0.080,0.040,2.157,0.417,1.252,63.440,-85.072,50.821,3150",0
1759249185.8576717,"1.032,0.080,0.036,2.226,4558.887,1.322,65.777,-85.147,50.866,3181",0
1759249185.8792386,"1.032,0.080,0.036,1.809,4558.957,1.391,65.777,-85.147,50.819,3177",0
1759249185.900822,"1.040,0.076,0.032,1.739,4558.539,1.461,67.171,-85.473,50.751,3144",0
1759249185.9233167,"1.040,0.076,0.032,1.878,4558.678,0.974,60.950,-85.461,50.750,3098",0
1759249185.9455066,"1.036,0.072,0.040,2.017,4558.261,0.765,60.950,-85.461,50.750,3007",0
1759249185.967588,"1.036,0.072,0.040,2.226,4558.052,0.626,66.376,-86.164,50.750,2873",0
1759249185.9891732,"1.040,0.064,0.028,2.643,4558.331,0.696,66.376,-86.164,50.750,2717",0
1759249186.0111477,"1.044,0.072,0.028,2.783,4558.191,1.043,68.755,-85.774,50.750,2557",0
1759249186.0336695,"1.044,0.072,0.028,2.504,4557.982,1.322,70.565,-86.055,50.750,2393",0
1759249186.0562112,"1.044,0.068,0.024,3.061,4557.913,1.530,70.565,-86.055,50.750,2254",0
1759249186.0778525,"1.044,0.068,0.024,2.922,4557.843,1.739,67.625,-85.977,50.750,2169",0
1759249186.0993896,"1.044,0.068,0.028,3.339,4558.122,1.252,67.625,-85.977,50.750,2090",0
1759249186.121025,"1.044,0.076,0.024,3.200,4557.982,1.530,72.480,-85.641,50.750,2024",0
1759249186.1426353,"1.044,0.076,0.024,3.409,4558.191,1.461,69.780,-85.553,50.750,1992",0
1759249186.1649597,"1.040,0.076,0.028,3.200,4558.609,1.878,69.780,-85.553,50.750,1966",0
1759249186.1869566,"1.040,0.076,0.028,3.339,4558.261,2.017,72.480,-85.624,50.750,1929",0
1759249186.2091002,"1.040,0.076,0.024,3.200,4557.705,1.809,72.480,-85.624,50.750,1928",0
1759249186.2310927,"1.040,0.072,0.028,3.061,4557.774,1.670,68.755,-85.758,50.750,1948",0
1759249186.2533948,"1.040,0.072,0.028,2.713,4557.148,1.252,69.780,-85.553,50.750,1945",0
1759249186.275393,"1.040,0.076,0.028,2.574,4556.591,1.252,69.780,-85.553,50.750,1944",0
1759249186.2973921,"1.040,0.076,0.028,1.878,4556.174,1.391,69.151,-85.085,50.750,1962",0
1759249186.3193948,"1.044,0.084,0.032,1.530,4557.009,1.948,69.151,-85.085,50.839,1981",0
1759249186.341392,"1.056,0.088,0.024,1.391,4557.705,1.739,74.750,-85.069,50.952,1981",0
1759249186.3633916,"1.056,0.088,0.024,1.043,4558.052,1.670,77.201,-85.140,50.884,1999",0
1759249186.3851788,"1.060,0.088,0.020,1.043,4558.539,1.809,77.201,-85.140,50.792,2025",0
1759249186.4072163,"1.060,0.088,0.020,1.113,4558.817,2.157,73.078,-84.822,50.674,2009",0
1759249186.4293678,"1.060,0.092,0.028,1.461,0.139,3.061,73.078,-84.822,50.743,2008",0
1759249186.4513848,"1.060,0.084,0.040,1.948,4558.678,3.687,64.541,-84.990,50.951,2044",0
1759249186.4734335,"1.060,0.084,0.040,1.809,4557.356,4.730,64.541,-84.990,50.951,2031",0
1759249186.4951644,"1.056,0.068,0.048,1.391,4555.130,5.496,54.786,-85.500,50.858,2027",0
1759249186.517187,"1.056,0.068,0.048,1.043,4552.417,5.983,39.097,-85.558,50.926,2075",0
1759249186.53924,"1.060,0.052,0.064,4558.957,4550.052,5.496,39.097,-85.558,50.994,2091",0
1759249186.5610049,"1.064,0.060,0.084,4557.496,4547.896,5.009,35.540,-84.465,50.922,2088",0
1759249186.5830083,"1.064,0.060,0.084,4556.383,4546.087,4.661,35.540,-84.465,50.877,2124",0
1759249186.6050048,"1.084,0.060,0.084,4556.104,4543.861,4.104,35.540,-84.566,50.720,2137",0
1759249186.6270053,"1.084,0.060,0.084,4556.870,4541.774,3.896,46.978,-85.739,50.674,2092",1
1759249186.6490047,"1.100,0.060,0.056,4557.565,4541.496,3.478,46.978,-85.739,50.696,2078",1
1759249186.6710086,"1.112,0.052,0.048,4558.817,4541.565,3.200,47.294,-86.365,50.696,2092",1
1759249186.6930692,"1.112,0.052,0.048,4558.817,4541.843,2.783,47.294,-86.365,50.696,2091",1
1759249186.7150867,"1.116,0.052,0.048,4558.052,4542.957,2.852,47.294,-86.378,50.696,2064",1
1759249186.7371247,"1.116,0.052,0.048,4557.356,4544.835,2.991,55.496,-86.025,50.696,2089",1
1759249186.7591538,"1.116,0.064,0.044,4557.356,4546.713,2.991,55.496,-86.025,50.696,2089",1
1759249186.7811892,"1.108,0.072,0.040,4557.009,4549.565,3.478,60.950,-85.755,50.696,2056",1
